Year	Month	Day	Hour	Windspeed	Winddirection
8	9	16	23	14.6	352
8	9	16	24	13.82	349.8
8	9	17	1	12.9	353.3
8	9	17	2	12.74	348.3
8	9	17	3	12.35	355.4
8	9	17	4	11.79	358.4
8	9	17	5	12.02	355.5
8	9	17	6	14.34	351.9
8	9	17	7	13.72	358
8	9	17	8	12.73	359.5
8	9	17	9	11.33	3.588
8	9	17	10	12.61	353.3
8	9	17	11	13.16	347.4
8	9	17	12	11.68	352.7
8	9	17	13	10.41	352.5
8	9	17	14	8.71	1.846
8	9	17	15	7.17	359.8
8	9	17	16	5.844	340.9
8	9	17	17	3.319	303.9
8	9	17	18	4.456	239.9
8	9	17	19	5.269	319
8	9	17	20	5.081	17.87
8	9	17	21	4.188	248.4
8	9	17	22	6.845	200.6
8	9	17	23	6.03	201.1
8	9	17	24	4.507	231.4
8	9	18	1	6.355	224.5
8	9	18	2	13.9	210.4
8	9	18	3	11.85	212.3
8	9	18	4	15.34	208.2
8	9	18	5	14.87	210.4
8	9	18	6	15.93	211.6
8	9	18	7	16.51	213.7
8	9	18	8	15.37	210.6
8	9	18	9	15.07	204.3
8	9	18	10	10.58	207.5
8	9	18	11	5.682	228.4
8	9	18	12	4.561	274.9
8	9	18	13	6.196	63.51
8	9	18	14	6.071	67.62
8	9	18	15	7.879	70.74
8	9	18	16	7.366	87
8	9	18	17	9.05	91.2
8	9	18	18	6.833	91.5
8	9	18	19	5.072	74.65
8	9	18	20	5.406	60.66
8	9	18	21	5.907	156.7
8	9	18	22	7.579	244.1
8	9	18	23	13.2	330.9
8	9	18	24	10.82	352
8	9	19	1	5.287	212.3
8	9	19	2	8.44	183.6
8	9	19	3	14.14	190.5
8	9	19	4	13.16	203.5
8	9	19	5	10.97	206.6
8	9	19	6	9.7	206
8	9	19	7	4.979	230.3
8	9	19	8	2.677	256.7
8	9	19	9	2.467	188.2
8	9	19	10	4.698	45.89
8	9	19	11	6.42	34.14
8	9	19	12	6.469	5.55
8	9	19	13	6.464	355.1
8	9	19	14	5.046	331.6
8	9	19	15	10.9	260.6
8	9	19	16	19.21	214
8	9	19	17	20.32	229.4
8	9	19	18	20.21	261.8
8	9	19	19	15	229.9
8	9	19	20	23.53	191.9
8	9	19	21	23.43	208.8
8	9	19	22	38.11	198.5
8	9	19	23	37.53	196.3
8	9	19	24	42.74	204
8	9	20	1	34.13	213.6
8	9	20	2	34.72	202.6
8	9	20	3	31.4	201.6
8	9	20	4	31.69	198.8
8	9	20	5	31.25	199.2
8	9	20	6	37.03	196.2
8	9	20	7	41.22	197.2
8	9	20	8	42.36	201.2
8	9	20	9	39.84	201.3
8	9	20	10	40.94	202.9
8	9	20	11	38.16	207.4
8	9	20	12	38.41	209.4
8	9	20	13	39.19	212
8	9	20	14	36.91	211.1
8	9	20	15	36.19	207.4
8	9	20	16	29.22	212.3
8	9	20	17	24.44	215.3
8	9	20	18	25.89	213.2
8	9	20	19	30.99	212.2
8	9	20	20	30.96	211.6
8	9	20	21	30.94	214.2
8	9	20	22	30.58	211.4
8	9	20	23	33.56	213.3
8	9	20	24	35.36	214.6
8	9	21	1	35.66	209.4
8	9	21	2	33.87	206.8
8	9	21	3	35.35	206
8	9	21	4	32.59	204.6
8	9	21	5	29.71	203.4
8	9	21	6	25.97	199.4
8	9	21	7	27.15	202
8	9	21	8	23.86	205.8
8	9	21	9	23.79	206.7
8	9	21	10	26.64	209.6
8	9	21	11	27.68	213.2
8	9	21	12	26.06	220.8
8	9	21	13	23.25	225.4
8	9	21	14	20.92	223.5
8	9	21	15	25.29	225.3
8	9	21	16	21.83	232.4
8	9	21	17	20.47	232.9
8	9	21	18	15.99	236.5
8	9	21	19	12.34	269.9
8	9	21	20	17.35	257.8
8	9	21	21	21.3	239.4
8	9	21	22	21.74	226.8
8	9	21	23	22.14	225.1
8	9	21	24	18.76	224.2
8	9	22	1	25.07	211.3
8	9	22	2	23.96	205.9
8	9	22	3	27.54	205.1
8	9	22	4	32.63	206.1
8	9	22	5	29.53	207.8
8	9	22	6	32.32	211.6
8	9	22	7	33.06	218
8	9	22	8	31.34	222.2
8	9	22	9	34.14	220.4
8	9	22	10	36.79	229.6
8	9	22	11	29.66	237
8	9	22	12	22.2	253.2
8	9	22	13	29.37	240.7
8	9	22	14	31.64	234.7
8	9	22	15	25.57	252.9
8	9	22	16	20.23	285.8
8	9	22	17	16.85	289
8	9	22	18	17.62	241.7
8	9	22	19	16.6	230.9
8	9	22	20	10.04	251.2
8	9	22	21	11.49	292.3
8	9	22	22	9.28	300.6
8	9	22	23	8.97	274.2
8	9	22	24	7.186	235
8	9	23	1	5.52	245.8
8	9	23	2	4.594	250.4
8	9	23	3	5.62	196.7
8	9	23	4	8.85	177.7
8	9	23	5	9.18	181.4
8	9	23	6	11.93	191.6
8	9	23	7	8.65	197.1
8	9	23	8	6.895	188.5
8	9	23	9	3.654	50.36
8	9	23	10	7.448	53.62
8	9	23	11	6.845	36.4
8	9	23	12	9.12	24.58
8	9	23	13	8.21	26.26
8	9	23	14	11.54	25.71
8	9	23	15	12.21	25.8
8	9	23	16	9.67	27.01
8	9	23	17	8.78	17.31
8	9	23	18	11.03	346.7
8	9	23	19	13.15	355.5
8	9	23	20	15.4	355.6
8	9	23	21	14.22	345.2
8	9	23	22	13.76	346.9
8	9	23	23	14.33	351.6
8	9	23	24	13.66	347.5
8	9	24	1	13.49	348.7
8	9	24	2	13.12	347.3
8	9	24	3	12.24	342.7
8	9	24	4	12.86	336.5
8	9	24	5	14.46	332.9
8	9	24	6	12.91	354.3
8	9	24	7	13.95	352.6
8	9	24	8	12.59	346.1
8	9	24	9	11.19	344
8	9	24	10	8.57	351.6
8	9	24	11	6.38	334.4
8	9	24	12	5.947	5.978
8	9	24	13	5.511	20.88
8	9	24	14	4.893	43.06
8	9	24	15	4.265	175.8
8	9	24	16	7.172	127.5
8	9	24	17	10.41	162.4
8	9	24	18	8.87	170.7
8	9	24	19	15.39	195.8
8	9	24	20	16.94	202.9
8	9	24	21	17.98	203.2
8	9	24	22	20.07	202.6
8	9	24	23	19.71	200.3
8	9	24	24	22.08	217.3
8	9	25	1	21.83	222.6
8	9	25	2	21.4	224.3
8	9	25	3	20.72	226
8	9	25	4	22.83	215.1
8	9	25	5	24.89	213
8	9	25	6	26.51	211.7
8	9	25	7	23.82	209.7
8	9	25	8	23.19	212.4
8	9	25	9	21.1	210.5
8	9	25	10	21.66	212.4
8	9	25	11	26.41	218.6
8	9	25	12	27.29	236.3
8	9	25	13	29.87	246.6
8	9	25	14	28.26	239.2
8	9	25	15	32.38	232.9
8	9	25	16	29.35	231.6
8	9	25	17	26.83	227.7
8	9	25	18	21.9	229.2
8	9	25	19	17.69	219.1
8	9	25	20	16.11	230
8	9	25	21	12.86	226.5
8	9	25	22	12.97	216.5
8	9	25	23	11.83	211.1
8	9	25	24	12.14	190.8
8	9	26	1	10.34	184.9
8	9	26	2	13.17	186.3
8	9	26	3	12.01	185.5
8	9	26	4	7.986	179.2
8	9	26	5	4.889	173.9
8	9	26	6	5.527	180.6
8	9	26	7	1.789	216.8
8	9	26	8	2.3	11.98
8	9	26	9	5.61	1.764
8	9	26	10	8.86	13.39
8	9	26	11	12.43	20.93
8	9	26	12	13.74	20.62
8	9	26	13	12.99	27.07
8	9	26	14	14.33	21.68
8	9	26	15	11.27	16.02
8	9	26	16	9.89	349.3
8	9	26	17	8.85	329.1
8	9	26	18	10.51	328.1
8	9	26	19	10.62	336.6
8	9	26	20	8.82	328.8
8	9	26	21	3.357	284.7
8	9	26	22	6.226	225
8	9	26	23	8.29	211.7
8	9	26	24	10.33	209.8
8	9	27	1	12.99	209
8	9	27	2	14.67	193.9
8	9	27	3	23.62	199.3
8	9	27	4	24.59	211.7
8	9	27	5	20.98	217.1
8	9	27	6	19.92	207.4
8	9	27	7	20.42	198.1
8	9	27	8	21.11	197
8	9	27	9	18.49	192.1
8	9	27	10	14.57	199.3
8	9	27	11	7.602	229.2
8	9	27	12	3.917	307.1
8	9	27	13	4.261	59.42
8	9	27	14	4.152	83.4
8	9	27	15	5.516	67.66
8	9	27	16	6.101	131.7
8	9	27	17	4.753	209.5
8	9	27	18	6.366	190.8
8	9	27	19	3.381	139.4
8	9	27	20	4.118	84.8
8	9	27	21	4.391	97.7
8	9	27	22	3.476	68.52
8	9	27	23	2.698	90.5
8	9	27	24	2.754	58.74
8	9	28	1	4.684	40.03
8	9	28	2	7.054	354.9
8	9	28	3	8.88	354.1
8	9	28	4	6.603	3.208
8	9	28	5	8.67	15.03
8	9	28	6	10	8.15
8	9	28	7	14.36	15.38
8	9	28	8	13.03	19.45
8	9	28	9	12.82	0.714
8	9	28	10	12.05	351.8
8	9	28	11	14.23	357.9
8	9	28	12	14.94	8.13
8	9	28	13	17.3	14.6
8	9	28	14	16.65	20.65
8	9	28	15	16.65	15.76
8	9	28	16	17.26	4.716
8	9	28	17	15.91	2.418
8	9	28	18	19.83	358
8	9	28	19	22.2	353.8
8	9	28	20	24.21	352.7
8	9	28	21	18.28	349.2
8	9	28	22	14.82	343.4
8	9	28	23	14.29	341.6
8	9	28	24	14.81	343.4
8	9	29	1	15.23	344.8
8	9	29	2	15.32	345.7
8	9	29	3	15.22	350.3
8	9	29	4	14.26	334.5
8	9	29	5	12.28	331.6
8	9	29	6	14.4	346.9
8	9	29	7	15.7	354.5
8	9	29	8	14.51	344.4
8	9	29	9	12.94	332
8	9	29	10	15.15	347.8
8	9	29	11	16.79	347.5
8	9	29	12	14.95	0.787
8	9	29	13	14.77	7.2
8	9	29	14	13.28	9.86
8	9	29	15	13.07	13.52
8	9	29	16	10.89	13.99
8	9	29	17	10.14	7.319
8	9	29	18	13.13	13.48
8	9	29	19	12.04	350.3
8	9	29	20	15.97	354.6
8	9	29	21	17.97	357
8	9	29	22	18.39	1.869
8	9	29	23	18.14	2.884
8	9	29	24	14.35	345.6
8	9	30	1	10.87	328.2
8	9	30	2	11.94	340.3
8	9	30	3	10.64	342.8
8	9	30	4	13.05	348.7
8	9	30	5	16.06	350.5
8	9	30	6	14.49	336.4
8	9	30	7	18.77	337.5
8	9	30	8	11.46	306.5
8	9	30	9	12.34	334.3
8	9	30	10	10.88	334.3
8	9	30	11	12.24	335.7
8	9	30	12	13.11	344
8	9	30	13	14.08	350.2
8	9	30	14	14.05	2.975
8	9	30	15	13.08	17.03
8	9	30	16	10.5	5.527
8	9	30	17	7.408	334.8
8	9	30	18	5.851	87.8
8	9	30	19	7.195	106.5
8	9	30	20	5.244	172.7
8	9	30	21	2.341	334.8
8	9	30	22	8.33	220.2
8	9	30	23	8.41	353
8	9	30	24	8.27	13.05
8	10	1	1	7.804	32.59
8	10	1	2	11.61	42.14
8	10	1	3	10.25	61.96
8	10	1	4	9.66	65.17
8	10	1	5	11.31	64.03
8	10	1	6	7.947	50.24
8	10	1	7	5.674	28.57
8	10	1	8	5.772	22.18
8	10	1	9	5.72	337.4
8	10	1	10	6.735	8.93
8	10	1	11	6.65	10.32
8	10	1	12	8.17	17.6
8	10	1	13	9.33	32.68
8	10	1	14	8.58	28.61
8	10	1	15	6.196	23.8
8	10	1	16	4.288	0.246
8	10	1	17	4.266	8.41
8	10	1	18	4.852	7.611
8	10	1	19	5.63	3.541
8	10	1	20	5.522	17.17
8	10	1	21	5.19	12.59
8	10	1	22	4.558	326
8	10	1	23	4.089	340.3
8	10	1	24	2.15	331.6
8	10	2	1	1.496	50.01
8	10	2	2	1.64	50.48
8	10	2	3	5.329	198.6
8	10	2	4	8.91	156.1
8	10	2	5	23.26	197.9
8	10	2	6	30.86	204.7
8	10	2	7	27.64	196.8
8	10	2	8	28.85	182.5
8	10	2	9	28.04	185.3
8	10	2	10	24.5	204.8
8	10	2	11	25.3	209.3
8	10	2	12	15.72	202.7
8	10	2	13	8.94	210.7
8	10	2	14	12.71	241.7
8	10	2	15	8.55	282.5
8	10	2	16	9.39	319.4
8	10	2	17	14.94	311.9
8	10	2	18	21.65	246.3
8	10	2	19	20.91	234.1
8	10	2	20	22.27	210.6
8	10	2	21	28.74	201.3
8	10	2	22	34.04	208.9
8	10	2	23	29.41	211.2
8	10	2	24	23.35	212.2
8	10	3	1	16.23	213.9
8	10	3	2	13.71	215.8
8	10	3	3	13.83	227.2
8	10	3	4	12.29	224.9
8	10	3	5	11.83	202
8	10	3	6	9.99	198.1
8	10	3	7	10.37	186.8
8	10	3	8	5.261	146.1
8	10	3	9	3.624	131.1
8	10	3	10	6.124	128.6
8	10	3	11	8.31	111.9
8	10	3	12	11.89	137.3
8	10	3	13	7.959	164.2
8	10	3	14	4.892	183.2
8	10	3	15	3.48	199.3
8	10	3	16	9.84	245.7
8	10	3	17	18.99	223.8
8	10	3	18	16.13	210.2
8	10	3	19	16.18	177.8
8	10	3	20	23.85	172.4
8	10	3	21	22.44	176.1
8	10	3	22	29.49	178.9
8	10	3	23	33.02	178
8	10	3	24	28.94	176
8	10	4	1	27.11	178.9
8	10	4	2	28.92	178.4
8	10	4	3	30.3	184.2
8	10	4	4	24.85	192.7
8	10	4	5	22.45	190.8
8	10	4	6	20.53	187.7
8	10	4	7	22.27	196.2
8	10	4	8	26.68	210
8	10	4	9	45.46	212.1
8	10	4	10	49.43	215.9
8	10	4	11	42.7	209.8
8	10	4	12	42.03	217.1
8	10	4	13	49.03	220.3
8	10	4	14	60.01	221.6
8	10	4	15	58.09	225.8
8	10	4	16	62.01	227.2
8	10	4	17	52.6	223.8
8	10	4	18	47.22	219.3
8	10	4	19	47.03	219.9
8	10	4	20	50.23	221.4
8	10	4	21	46.52	221.8
8	10	4	22	43.63	216.9
8	10	4	23	37.99	218.2
8	10	4	24	45.61	214.9
8	10	5	1	39.73	214.1
8	10	5	2	34.1	212
8	10	5	3	33.47	210.8
8	10	5	4	34.98	212
8	10	5	5	31.26	210.4
8	10	5	6	29.72	210.9
8	10	5	7	33.2	215.1
8	10	5	8	34.09	211.9
8	10	5	9	32.95	211.8
8	10	5	10	34.2	219.7
8	10	5	11	28.34	226.2
8	10	5	12	30.52	224.2
8	10	5	13	28.38	233.6
8	10	5	14	22.52	223.6
8	10	5	15	25.49	221.6
8	10	5	16	29.95	213.4
8	10	5	17	29.06	210.4
8	10	5	18	26.9	210.5
8	10	5	19	26.63	210.7
8	10	5	20	27.86	209.7
8	10	5	21	28.21	210.1
8	10	5	22	28.33	213.2
8	10	5	23	28.87	212.2
8	10	5	24	27.43	212.5
8	10	6	1	25.67	215.7
8	10	6	2	26.09	208.5
8	10	6	3	22.75	201.4
8	10	6	4	10.62	190.1
8	10	6	5	11.12	195.8
8	10	6	6	8.53	201.1
8	10	6	7	7.734	189.7
8	10	6	8	9.33	190.2
8	10	6	9	4.622	221
8	10	6	10	4.288	172.5
8	10	6	11	3.961	138.5
8	10	6	12	5.868	59.83
8	10	6	13	5.095	51.65
8	10	6	14	6.018	49.33
8	10	6	15	5.292	53
8	10	6	16	4.574	83.9
8	10	6	17	4.238	136.2
8	10	6	18	6.832	140.5
8	10	6	19	7.365	139.9
8	10	6	20	12.91	162.3
8	10	6	21	16.36	186.4
8	10	6	22	24.5	194.2
8	10	6	23	25.2	195.1
8	10	6	24	23.22	199.5
8	10	7	1	24.33	206.9
8	10	7	2	25.77	220.5
8	10	7	3	36.11	231.8
8	10	7	4	37.96	232
8	10	7	5	38.09	224.1
8	10	7	6	44.1	229.8
8	10	7	7	40.98	234.1
8	10	7	8	42.42	240.3
8	10	7	9	45.74	241.1
8	10	7	10	38.54	234.9
8	10	7	11	43.68	227.8
8	10	7	12	45.86	223.9
8	10	7	13	41.8	227.3
8	10	7	14	38.56	232.2
8	10	7	15	35.76	227.6
8	10	7	16	37.96	235.5
8	10	7	17	32.71	240.8
8	10	7	18	23.14	239.7
8	10	7	19	24.63	252
8	10	7	20	17.63	266.9
8	10	7	21	15.44	266.7
8	10	7	22	16.4	234.6
8	10	7	23	12.81	219.5
8	10	7	24	15.52	225.8
8	10	8	1	13.68	217.4
8	10	8	2	17.49	216.5
8	10	8	3	15.24	222.2
8	10	8	4	10.41	226.8
8	10	8	5	10.6	220.7
8	10	8	6	6.518	231.1
8	10	8	7	9.22	217.2
8	10	8	8	8.8	212.9
8	10	8	9	8.69	207.2
8	10	8	10	9.53	228.5
8	10	8	11	7.24	231.3
8	10	8	12	8.47	215.2
8	10	8	13	8	232.7
8	10	8	14	6.142	235.8
8	10	8	15	4.619	282.1
8	10	8	16	3.334	22.43
8	10	8	17	4.704	93.2
8	10	8	18	3.377	122.2
8	10	8	19	2.889	104.9
8	10	8	20	3.588	106
8	10	8	21	3.764	119.5
8	10	8	22	2.576	88.3
8	10	8	23	2.525	42.29
8	10	8	24	7.356	342
8	10	9	1	10.49	337.2
8	10	9	2	9.1	317.8
8	10	9	3	8.25	355.5
8	10	9	4	8.12	2.119
8	10	9	5	9.05	353.7
8	10	9	6	7.632	347
8	10	9	7	7.192	315.4
8	10	9	8	8.23	297.3
8	10	9	9	11.18	335.9
8	10	9	10	7.103	353
8	10	9	11	8.2	285.5
8	10	9	12	14.3	245.8
8	10	9	13	14.32	235.6
8	10	9	14	11.49	229.1
8	10	9	15	9.7	232
8	10	9	16	11.27	220.7
8	10	9	17	18.2	216.2
8	10	9	18	21.65	223
8	10	9	19	11.91	225.5
8	10	9	20	7.617	257.4
8	10	9	21	6.037	311.8
8	10	9	22	4.916	324.5
8	10	9	23	8.18	316.3
8	10	9	24	8.16	330.3
8	10	10	1	11.77	335.7
8	10	10	2	13.9	331.7
8	10	10	3	16.46	332.5
8	10	10	4	15.87	337
8	10	10	5	15.67	330.4
8	10	10	6	13.7	332.1
8	10	10	7	11.3	331.4
8	10	10	8	11.04	339.2
8	10	10	9	11.85	332.3
8	10	10	10	13.26	350.8
8	10	10	11	14.34	10.93
8	10	10	12	11.22	14.91
8	10	10	13	12.52	27.94
8	10	10	14	23.14	29.14
8	10	10	15	32.63	21.24
8	10	10	16	30.86	23.83
8	10	10	17	29.39	19.17
8	10	10	18	31.16	20.55
8	10	10	19	31.1	30.25
8	10	10	20	25.24	33.39
8	10	10	21	16.66	32.61
8	10	10	22	15.85	38.7
8	10	10	23	14.98	30.29
8	10	10	24	18.27	32.35
8	10	11	1	21.86	38.37
8	10	11	2	20.21	29.51
8	10	11	3	23.12	32.48
8	10	11	4	20.94	27.52
8	10	11	5	19.24	22
8	10	11	6	17.88	15.78
8	10	11	7	16.78	359
8	10	11	8	15.47	356.8
8	10	11	9	17.9	13.14
8	10	11	10	22.26	16.41
8	10	11	11	29.72	25.46
8	10	11	12	37.11	20.09
8	10	11	13	38.43	11.96
8	10	11	14	41.6	16.34
8	10	11	15	38.66	21.07
8	10	11	16	33.01	25.38
8	10	11	17	25.63	15.01
8	10	11	18	22.12	18.66
8	10	11	19	20.5	27.63
8	10	11	20	14.69	18.52
8	10	11	21	13.59	14.71
8	10	11	22	11.35	348
8	10	11	23	13.99	338.2
8	10	11	24	14	334.3
8	10	12	1	14.35	340.3
8	10	12	2	15.35	345.1
8	10	12	3	12.18	347.5
8	10	12	4	9.87	345.3
8	10	12	5	10.28	346.7
8	10	12	6	9.04	354.3
8	10	12	7	9.38	349.2
8	10	12	8	3.884	7.323
8	10	12	9	2.791	305.6
8	10	12	10	4.458	327.6
8	10	12	11	2.803	337.5
8	10	12	12	4.28	258.9
8	10	12	13	7.153	260.8
8	10	12	14	9.22	222.3
8	10	12	15	14.23	225.1
8	10	12	16	16.12	221.3
8	10	12	17	20.18	208.1
8	10	12	18	21.44	196.1
8	10	12	19	22.31	193.2
8	10	12	20	24.07	192
8	10	12	21	26.88	193.4
8	10	12	22	29.63	198.9
8	10	12	23	29.09	200.5
8	10	12	24	23.23	197.4
8	10	13	1	24.34	195
8	10	13	2	26.45	200
8	10	13	3	24.96	201.8
8	10	13	4	27.29	202.7
8	10	13	5	30.52	199.9
8	10	13	6	32.92	199.7
8	10	13	7	35.81	202.1
8	10	13	8	34.19	200.4
8	10	13	9	36.28	198.6
8	10	13	10	36.4	197.9
8	10	13	11	35.67	199.3
8	10	13	12	39.2	206
8	10	13	13	36.92	204.7
8	10	13	14	31.91	211.7
8	10	13	15	44.42	216.3
8	10	13	16	45.23	221.4
8	10	13	17	42.41	225.6
8	10	13	18	41.17	222.6
8	10	13	19	37.82	219.9
8	10	13	20	36.94	214.6
8	10	13	21	42.38	214.5
8	10	13	22	45.53	220
8	10	13	23	41.04	218.5
8	10	13	24	36.74	217.9
8	10	14	1	21.39	228.7
8	10	14	2	12.74	234.4
8	10	14	3	10.65	244
8	10	14	4	6.615	240.9
8	10	14	5	2.515	200.5
8	10	14	6	8.37	236.1
8	10	14	7	9.03	308.2
8	10	14	8	6.334	349.6
8	10	14	9	6.671	344
8	10	14	10	6.821	359.8
8	10	14	11	6.394	14.58
8	10	14	12	5.796	14.32
8	10	14	13	7.203	18.4
8	10	14	14	9.23	30.38
8	10	14	15	7.042	59.49
8	10	14	16	6.251	77.27
8	10	14	17	5.726	82.8
8	10	14	18	6.17	82.5
8	10	14	19	6.757	44.87
8	10	14	20	6.403	25.88
8	10	14	21	7.349	14.23
8	10	14	22	9.92	29.93
8	10	14	23	10.33	44.73
8	10	14	24	6.895	21.03
8	10	15	1	10.57	341
8	10	15	2	13.04	335.2
8	10	15	3	14.26	337.7
8	10	15	4	14.44	337.3
8	10	15	5	13.65	354.1
8	10	15	6	12.96	355.6
8	10	15	7	12.13	351
8	10	15	8	11.03	338.5
8	10	15	9	11.64	345.7
8	10	15	10	7.691	335.7
8	10	15	11	5.494	354.8
8	10	15	12	3.921	2.126
8	10	15	13	5.276	47.65
8	10	15	14	6.353	75.32
8	10	15	15	5.31	114.5
8	10	15	16	4.389	156.5
8	10	15	17	6.929	172.2
8	10	15	18	9.67	178.3
8	10	15	19	12.33	181
8	10	15	20	15.58	195.5
8	10	15	21	16.23	208.8
8	10	15	22	18.14	208.9
8	10	15	23	13.46	212.9
8	10	15	24	15.57	196.6
8	10	16	1	18.45	198
8	10	16	2	13.62	199.1
8	10	16	3	12.27	203
8	10	16	4	9.91	224.4
8	10	16	5	8.6	207.7
8	10	16	6	14.69	200.1
8	10	16	7	16.88	187.7
8	10	16	8	22.12	188.5
8	10	16	9	23.52	195.9
8	10	16	10	21.53	208.3
8	10	16	11	24.54	214.3
8	10	16	12	27.15	219.8
8	10	16	13	19.47	227
8	10	16	14	17.7	231
8	10	16	15	19.45	223.2
8	10	16	16	20.53	215.8
8	10	16	17	21.81	207.9
8	10	16	18	27.48	204.8
8	10	16	19	25.82	198.4
8	10	16	20	32.68	205
8	10	16	21	29.08	204.9
8	10	16	22	31.52	205.8
8	10	16	23	26.75	202.7
8	10	16	24	22.72	206.7
8	10	17	1	21.24	210.9
8	10	17	2	23.08	208.7
8	10	17	3	21.72	219.3
8	10	17	4	23.79	217.4
8	10	17	5	22.41	213.2
8	10	17	6	20.46	214.7
8	10	17	7	20.27	211.4
8	10	17	8	15.16	211.4
8	10	17	9	8.5	213.6
8	10	17	10	4.998	255.9
8	10	17	11	4.046	233.6
8	10	17	12	3.647	188.1
8	10	17	13	6.266	198.1
8	10	17	14	9.26	220
8	10	17	15	12.56	214.4
8	10	17	16	14.3	195.6
8	10	17	17	13.88	209.1
8	10	17	18	12.87	225.5
8	10	17	19	17.95	214.8
8	10	17	20	16.65	207.6
8	10	17	21	14.46	203
8	10	17	22	20.12	191.7
8	10	17	23	14.78	210.3
8	10	17	24	11.14	223.6
8	10	18	1	16.78	209.4
8	10	18	2	29.83	206.9
8	10	18	3	31.92	206.2
8	10	18	4	27.59	208
8	10	18	5	17.96	209.1
8	10	18	6	14.31	209.3
8	10	18	7	9.6	208.1
8	10	18	8	6.166	203.9
8	10	18	9	7.891	182.4
8	10	18	10	13.58	188.3
8	10	18	11	6.377	191.2
8	10	18	12	4.658	76.82
8	10	18	13	9.07	52.69
8	10	18	14	6.57	88.9
8	10	18	15	6.224	203.8
8	10	18	16	3.795	118.2
8	10	18	17	7.702	174.3
8	10	18	18	11.15	191
8	10	18	19	13.94	197.4
8	10	18	20	12.54	190
8	10	18	21	7.145	197
8	10	18	22	9	330.4
8	10	18	23	11.95	348.6
8	10	18	24	10.43	356.5
8	10	19	1	10.56	358.9
8	10	19	2	10.2	3.58
8	10	19	3	10.68	1.606
8	10	19	4	8.1	0.677
8	10	19	5	7.081	359.5
8	10	19	6	7.001	350.8
8	10	19	7	6.49	350.5
8	10	19	8	6.164	3.327
8	10	19	9	6.438	355.9
8	10	19	10	8.07	344.3
8	10	19	11	8.17	353.9
8	10	19	12	8.79	4.38
8	10	19	13	9.41	14.88
8	10	19	14	8.28	17.52
8	10	19	15	8.03	17.19
8	10	19	16	7.182	36.92
8	10	19	17	9.3	32.05
8	10	19	18	7.281	18.12
8	10	19	19	6.267	347.1
8	10	19	20	6.099	346.4
8	10	19	21	3.847	4.967
8	10	19	22	2.26	6.174
8	10	19	23	1.793	242.7
8	10	19	24	3.331	224
8	10	20	1	6.266	197.4
8	10	20	2	9.77	211.7
8	10	20	3	17.74	211.8
8	10	20	4	22.99	204.4
8	10	20	5	28.45	203.8
8	10	20	6	31.55	209.1
8	10	20	7	34.87	206
8	10	20	8	34.22	204.2
8	10	20	9	30.23	209.2
8	10	20	10	27.53	220.4
8	10	20	11	26.01	222.7
8	10	20	12	38.03	209.4
8	10	20	13	44.47	217.1
8	10	20	14	49.19	231.1
8	10	20	15	44.62	233.5
8	10	20	16	44.81	231.6
8	10	20	17	39.06	229.2
8	10	20	18	42.11	232.2
8	10	20	19	37.53	233.4
8	10	20	20	37.54	224.5
8	10	20	21	37.69	224.8
8	10	20	22	33.28	226.8
8	10	20	23	34.07	229.5
8	10	20	24	26.96	228.1
8	10	21	1	31.36	229.1
8	10	21	2	29.96	226.5
8	10	21	3	26.44	226.1
8	10	21	4	25.83	225.8
8	10	21	5	21.37	225.4
8	10	21	6	18.28	229.2
8	10	21	7	14.67	223.5
8	10	21	8	13.18	205.1
8	10	21	9	11.57	207.1
8	10	21	10	12.39	203.7
8	10	21	11	14.37	202.2
8	10	21	12	14.54	209.4
8	10	21	13	14.73	212.6
8	10	21	14	11.25	223.4
8	10	21	15	8.86	215.3
8	10	21	16	7.692	204.4
8	10	21	17	6.206	191.2
8	10	21	18	5.76	142.4
8	10	21	19	10.25	131.8
8	10	21	20	12.46	128.4
8	10	21	21	11.08	127.5
8	10	21	22	6.978	131.3
8	10	21	23	6.69	108.7
8	10	21	24	9.98	89.4
8	10	22	1	10.65	80.2
8	10	22	2	6.378	71.6
8	10	22	3	5.106	66.19
8	10	22	4	4.312	40.36
8	10	22	5	6.68	354.4
8	10	22	6	8.61	354.3
8	10	22	7	10.71	347.2
8	10	22	8	10.5	348.5
8	10	22	9	13.19	353.2
8	10	22	10	12.38	357.5
8	10	22	11	12.03	355.4
8	10	22	12	10.2	12.93
8	10	22	13	10.17	12.5
8	10	22	14	10.24	16.68
8	10	22	15	9.4	13.41
8	10	22	16	8.69	14.12
8	10	22	17	8.85	13.38
8	10	22	18	10.57	2.069
8	10	22	19	9.7	349.7
8	10	22	20	6.523	37.71
8	10	22	21	7.209	358.6
8	10	22	22	7.105	354
8	10	22	23	7.816	343.2
8	10	22	24	4.139	320.5
8	10	23	1	11.97	206.4
8	10	23	2	26.11	197.3
8	10	23	3	24.19	202
8	10	23	4	24.04	205.3
8	10	23	5	30.65	203
8	10	23	6	29.47	204.3
8	10	23	7	26.26	206.8
8	10	23	8	38.8	204.4
8	10	23	9	26.39	208.3
8	10	23	10	17.88	225.3
8	10	23	11	6.983	314.3
8	10	23	12	10.06	344.5
8	10	23	13	10.76	349.9
8	10	23	14	10.73	358.2
8	10	23	15	10.26	351.2
8	10	23	16	11.07	353.5
8	10	23	17	9.47	10.87
